title,tags
Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone. Science Fiction Drama Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw Kaya Scodelario Benedict Wong Malcolm Stewart Robin Chalk Matt Berry moon artificial intelligence clone isolation future dystopia space cloning moon base"
Keeping Up with the Steins,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought. Comedy Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins Sandra Taylor Larry Miller Doris Roberts Garry Marshall Daryl Hannah Britt Robertson Miranda Cosgrove bar mitvah party independent film"
Sea Rex 3D: Journey to a Prehistoric World,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas! Documentary Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang prehistoric dinosaur imax underwater scene 3d short"
The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage. Drama Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose Alberta Watson Maury Chaykin Stephanie Morgenstern Bruce Greenwood canada suffering village paralysis independent film lawyer school bus vehicular accident"
Of Gods and Men,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay. Drama History Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin Loïc Pichon Xavier Maly Jean-Marie Frin Abdelhafid Metalsi Sabrina Ouazani Abdellah Moundy Olivier Perrier Farid Larbi Adel Bencherif Benhaïssa Ahouari Idriss Karimi Abdellah Chakiri Goran Kostić Stanislas Stanic Arben Bajraktaraj Zhour Laamri Raouia Farid Bouslam Fadia Assal Maria Bouslam Soukaïna Bouslam Rabii Ben Johail Saïd Naciri Hamid Aboutaieb El Alaoui El Hassan monk sunrise medicine hostage evacuation koran protection french community peace faith based on true story religion terrorism"
Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris. Comedy Drama Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodríguez Dennis Farina Hal B. Klein Jean-Michel Richaud Eliza Dushku Kirk Baily Philippe Bergeron Bradley Whitford wine garden wine winzer"
Jekyll and Hyde ... Together Again,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian. Comedy Horror Science Fiction Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire Neil Hunt Cassandra Peterson Peter Brocco Noelle North Liz Sheridan George Wendt Virginia Wing Barret Oliver Art LaFleur Lin Shaye George Chakiris Tony Cox double life musical jekyll and hyde
Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship. Drama Fantasy Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent Clive Merrison Gilbert Goldie Jed Brophy Darien Takle Peter Elliott Elizabeth Moody Liz Mullane Jean Guérin Ben Fransham mother sex secret obsession literature nudity fantasy passion love friends murder independent film lesbian true relationship"
90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven. Drama Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter David Clyde Carr Catherine Carlen Dwight Yoakam Michael W. Smith Gianna Simone Michael Harding Rhoda Griffis Mark Oliver Michael Crider Marty Stonerock Cara Mantella hospital church"
Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form. Comedy Drama Romance Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace Michael Peña Stephen Root Rosalie Michaels Argos MacCallum Todd Bryant Jason Spisak Scott Takeda Matthew Dearing Leeann Dearing Andy McDermott Leslea Fisher Annie Boon alcohol arizona beer playboy independent film salesman pregnant repo man"
Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why. Comedy Crime Mystery Thriller Bill Pullman Ben Stiller Ryan O'Neal Kim Dickens Angela Featherstone Hugh Ross Sarah DeVincentis Matt O'Toole Michele Mariana Robert Katims Tyrone Henry Aleta Barthell Tapp Watkins Wendy Westerwelle Lauren Hasson detective blackmail independent film"
The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia... Thriller Drama Christian Bale Jennifer Jason Leigh Aitana Sánchez-Gijón John Sharian Michael Ironside Lawrence Gilliard Jr. Craig Stevenson Reg E. Cathey Anna Massey Matthew Romero Moore James DePaul Robert Long factory insomnia post it machinist cleaning bathroom tile osha taunting manhole one armed man torment department of motor vehicles mother's day losing weight old photograph dostoevsky"
Light Sleeper,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents. Drama Crime Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt Victor Garber Jane Adams Sam Rockwell David Spade suicide drug dealer redemption addict existentialism"
Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb. Thriller Crime Drama Mystery Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick Andy García Paz Vega Michael Kenneth Williams Rosemarie DeWitt Tim Blake Nelson Barry Pepper Oliver Platt Richard Schiff Jena Sims Joshua Close Yul Vazquez Lucas Hedges biography
Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident. Drama Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard Sandra Oh Giancarlo Esposito Jon Tenney Stephen Mailer Mike Doyle Roberta Wallach Patricia Kalember Ali Marsh Yetta Gottesman Colin Mitchell Deidre Goodwin Julie Lauren Rob Campbell Jay Wilkison Ben Hudson Salli Saffioti Ursula Parker Phoenix List Sandi Carroll Teresa Kelsey Brady Parisella Sara Jane Blazo Marylouise Burke loss of son trauma toy marriage grief memory crying parking lot therapy car seat
Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down. Comedy Drama Crime Seth Green Macaulay Culkin Chloë Sevigny Diana Scarwid Marilyn Manson Dylan McDermott Wilmer Valderrama Daniel Franzese Mia Kirshner Natasha Lyonne Justin Hagan John Stamos new york hotel based on novel birthday bath nightclub donut hallucination costume injection death of a friend arrest police party friends independent film man man relationship money drug"
Green Room,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence. Horror Crime Thriller Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner Mark Webber Eric Edelstein Macon Blair Kai Lennox Patrick Stewart David W. Thompson Michael Draper Andy Copeland Brent Werzner Lj Klink Kasey Brown Taylor Tunes Jake Love Kyle Love October Moore Joseph Bertót Jacob Kasch Samuel Summer Mason Knight Colton Ruscheinsky skinhead heroin music cover-up murder suspense gore duct tape swastika pitbull witness to murder meat cleaver bitten in the neck neo nazi punk band fire extinguisher mumblegore killer dog mauling box cutter feedback mic stand
The Oh in Ohio,"Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate. Comedy Drama Romance Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey Keith David Heather Graham sex adultery depression infidelity nightclub nudity orgasm promise bikini guru love lesbian lust drug therapy pleasure"
Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him. Drama Science Fiction Mystery Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple Mark Moses Laura Regan Joaquim de Almeida Louis Herthum Greg Germann Tony Denison Ned Vaughn Jeff Yagher Brent Briscoe trilogy ayn rand"
